default,name,form,type1,type2,ability1,ability2,abilityh,base stat total,hp,attack,defense,special attack,special defense,speed,group1,group2,catch_rate,egg_cycles,base_happiness,category,percentage_male,exp_group,height_m,weight_kg,pokedex,item_common,item_uncommon,item_rare,exp_yield
,Zangoose,,Normal,,Immunity,Immunity,Toxic Boost,458,73,115,60,60,60,90,,,90,20,70,Cat Ferret,0.5,Erratic,1.3,40.3,,,,,160
,Seviper,,Poison,,Shed Skin,Shed Skin,Infiltrator,458,73,100,60,100,60,65,,,90,20,70,Fang Snake,0.5,Fluctuating,2.7,52.5,,,,,160
,Lunatone,,Rock,Psychic,Levitate,Levitate,Noctem,440,70,55,65,95,85,70,,,45,25,70,Meteorite,None,Fast,1.0,168.0,,,,,154
,Solrock,,Rock,Psychic,Levitate,Levitate,Drought,440,70,95,85,55,65,70,,,45,25,70,Meteorite,None,Fast,1.2,154.0,,,,,154
,Barboach,,Water,Ground,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,,,190,20,70,Whiskers,0.5,Medium,0.4,1.9,,,,,58
,Whiscash,,Water,Ground,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,,,75,20,70,Whiskers,0.5,Medium,0.9,23.6,,,,,164
,Corphish,,Water,,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,,,205,15,70,Ruffian,0.5,Fluctuating,0.6,11.5,,,,,62
,Crawdaunt,,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,,,155,15,70,Rogue,0.5,Fluctuating,1.1,32.8,,,,,164
,Baltoy,,Ground,Psychic,Levitate,Levitate,Levitate,300,40,40,55,40,70,55,,,255,20,70,Clay Doll,None,Medium,0.5,21.5,,,,,60
,Claydol,,Ground,Psychic,Levitate,Levitate,Levitate,500,60,70,105,70,120,75,,,90,20,70,Clay Doll,None,Medium,1.5,108.0,,,,,175
,Lileep,,Rock,Grass,Suction Cups,Suction Cups,Storm Drain,355,66,41,77,61,87,23,,,45,30,70,Sea Lily,0.875,Erratic,1.0,23.8,,,,,71
,Cradily,,Rock,Grass,Suction Cups,Suction Cups,Storm Drain,495,86,81,97,81,107,43,,,45,30,70,Barnacle,0.875,Erratic,1.5,60.4,,,,,173
,Anorith,,Rock,Bug,Battle Armor,Battle Armor,Swift Swim,355,45,95,50,40,50,75,,,45,30,70,Old Shrimp,0.875,Erratic,0.7,12.5,,,,,71
,Armaldo,,Rock,Bug,Battle Armor,Battle Armor,Swift Swim,495,75,125,100,70,80,45,,,45,30,70,Plate,0.875,Erratic,1.5,68.2,,,,,173
,Feebas,,Water,,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,,,255,20,70,Fish,0.5,Erratic,0.6,7.4,,,,,40
,Milotic,,Water,,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,,,60,20,70,Tender,0.5,Erratic,6.2,162.0,,,,,189
,Castform,,Normal,,Forecast,Forecast,Forecast,420,70,70,70,70,70,70,,,45,25,70,Weather,0.5,Medium,0.3,0.8,,,,,147
,Kecleon,,Normal,,Color Change,Color Change,Protean,440,60,90,70,60,120,40,,,200,20,70,Color Swap,0.5,Parabolic,1.0,22.0,,,,,154
,Shuppet,,Ghost,,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,,,225,25,35,Puppet,0.5,Fast,0.6,2.3,,,,,59
,Banette,,Ghost,,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,,,45,25,35,Marionette,0.5,Fast,1.1,12.5,,,,,159
,Duskull,,Ghost,,Levitate,Levitate,Frisk,295,20,40,90,30,90,25,,,190,25,35,Requiem,0.5,Fast,0.8,15.0,,,,,59
,Dusclops,,Ghost,,Pressure,Pressure,Frisk,455,40,70,130,60,130,25,,,90,25,35,Beckon,0.5,Fast,1.6,30.6,,,,,159
,Tropius,,Grass,Flying,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,,,200,25,70,Fruit,0.5,Slow,2.0,100.0,,,,,161
,Chimecho,,Psychic,,Levitate,Levitate,Levitate,425,65,50,70,95,80,65,,,45,25,70,Wind Chime,0.5,Fast,0.6,1.0,,,,,149
,Absol,,Dark,,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,,,30,25,35,Disaster,0.5,Parabolic,1.2,47.0,,,,,163
,Wynaut,,Psychic,,Shadow Tag,Shadow Tag,Telepathy,260,95,23,48,23,48,23,,,125,20,70,Bright,0.5,Medium,0.6,14.0,,,,,52
,Snorunt,,Ice,,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,,,190,20,70,Snow Hat,0.5,Medium,0.7,16.8,,,,,60
,Glalie,,Ice,,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,,,75,20,70,Face,0.5,Medium,1.5,256.5,,,,,168
,Spheal,,Ice,Water,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,,,255,20,70,Clap,0.5,Parabolic,0.8,39.5,,,,,58
,Sealeo,,Ice,Water,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,,,120,20,70,Ball Roll,0.5,Parabolic,1.1,87.6,,,,,144
,Walrein,,Ice,Water,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,,,45,20,70,Ice Break,0.5,Parabolic,1.4,150.6,,,,,239
,Clamperl,,Water,,Shell Armor,Shell Armor,Rattled,345,35,64,85,74,55,32,,,255,20,70,Bivalve,0.5,Erratic,0.4,52.5,,,,,69
,Huntail,,Water,,Swift Swim,Swift Swim,Water Veil,485,55,104,105,94,75,52,,,60,20,70,Deep Sea,0.5,Erratic,1.7,27.0,,,,,170
,Gorebyss,,Water,,Swift Swim,Swift Swim,Hydration,485,55,84,105,114,75,52,,,60,20,70,South Sea,0.5,Erratic,1.8,22.6,,,,,170
,Relicanth,,Water,Rock,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,,,25,40,70,Longevity,0.875,Slow,1.0,23.4,,,,,170
,Luvdisc,,Water,,Swift Swim,Swift Swim,Hydration,330,43,30,55,40,65,97,,,225,20,70,Rendezvous,0.25,Fast,0.6,8.7,,,,,116
,Bagon,,Dragon,,Rock Head,Rock Head,Sheer Force,300,45,75,60,40,30,50,,,45,40,35,Rock Head,0.5,Slow,0.6,42.1,,,,,60
,Shelgon,,Dragon,,Rock Head,Rock Head,Overcoat,420,65,95,100,60,50,50,,,45,40,35,Endurance,0.5,Slow,1.1,110.5,,,,,147
,Salamence,,Dragon,Flying,Intimidate,Intimidate,Moxie,600,95,135,80,110,80,100,,,45,40,35,Dragon,0.5,Slow,1.5,102.6,,,,,14
,Beldum,,Steel,Psychic,Clear Body,Clear Body,Light Metal,300,40,55,80,35,60,30,,,3,40,35,Iron Ball,None,Slow,0.6,95.2,,,,,60
,Metang,,Steel,Psychic,Clear Body,Clear Body,Light Metal,420,60,75,100,55,80,50,,,3,40,35,Iron Claw,None,Slow,1.2,202.5,,,,,147
,Metagross,,Steel,Psychic,Clear Body,Clear Body,Light Metal,600,80,135,130,95,90,70,,,3,40,35,Iron Leg,None,Slow,1.6,550.0,,,,,14
,Regirock,,Rock,,Clear Body,Clear Body,Sturdy,580,80,100,200,50,100,50,,,3,80,35,Rock Peak,None,Slow,1.7,230.0,,,,,5
,Regice,,Ice,,Clear Body,Clear Body,Ice Body,580,80,50,100,100,200,50,,,3,80,35,Iceberg,None,Slow,1.8,175.0,,,,,5
,Registeel,,Steel,,Clear Body,Clear Body,Light Metal,580,80,75,150,75,150,50,,,3,80,35,Iron,None,Slow,1.9,205.0,,,,,5
,Latias,,Dragon,Psychic,Levitate,Levitate,Levitate,600,80,80,90,110,130,110,,,3,120,90,Eon,0,Slow,1.4,40.0,,,,,14
,Latios,,Dragon,Psychic,Levitate,Levitate,Levitate,600,80,90,80,130,110,110,,,3,120,90,Eon,1,Slow,2.0,60.0,,,,,14
,Kyogre,,Water,,Drizzle,Drizzle,Drizzle,670,100,100,90,150,140,90,,,3,120,0,Sea Basin,None,Slow,4.5,352.0,,,,,46
,Groudon,,Ground,,Drought,Drought,Drought,670,100,150,140,100,90,90,,,3,120,0,Continent,None,Slow,3.5,950.0,,,,,46
,Rayquaza,,Dragon,Flying,Air Lock,Air Lock,Air Lock,680,105,150,90,150,90,95,,,3,120,0,Sky High,None,Slow,7.0,206.5,,,,,50
,Jirachi,,Steel,Psychic,Serene Grace,Serene Grace,Serene Grace,600,100,100,100,100,100,100,,,3,120,100,Wish,None,Slow,0.3,1.1,,,,,14
,Deoxys,,Psychic,,Pressure,Pressure,Pressure,600,50,150,50,150,50,150,,,3,120,0,DNA,None,Slow,1.7,60.8,,,,,14
,Turtwig,,Grass,,Overgrow,Overgrow,Shell Armor,318,55,68,64,45,55,31,,,45,20,70,Tiny Leaf,0.875,Parabolic,0.4,10.2,,,,,64
,Grotle,,Grass,,Overgrow,Overgrow,Shell Armor,405,75,89,85,55,65,36,,,45,20,70,Grove,0.875,Parabolic,1.1,97.0,,,,,142
,Torterra,,Grass,Ground,Overgrow,Overgrow,Shell Armor,525,95,109,105,75,85,56,,,45,20,70,Continent,0.875,Parabolic,2.2,310.0,,,,,236
,Chimchar,,Fire,,Blaze,Blaze,Iron Fist,309,44,58,44,58,44,61,,,45,20,70,Chimp,0.875,Parabolic,0.5,6.2,,,,,62
,Monferno,,Fire,Fighting,Blaze,Blaze,Iron Fist,405,64,78,52,78,52,81,,,45,20,70,Playful,0.875,Parabolic,0.9,22.0,,,,,142
,Infernape,,Fire,Fighting,Blaze,Blaze,Iron Fist,534,76,104,71,104,71,108,,,45,20,70,Flame,0.875,Parabolic,1.2,55.0,,,,,240
,Piplup,,Water,,Torrent,Torrent,Defiant,314,53,51,53,61,56,40,,,45,20,70,Penguin,0.875,Parabolic,0.4,5.2,,,,,63
,Prinplup,,Water,,Torrent,Torrent,Defiant,405,64,66,68,81,76,50,,,45,20,70,Penguin,0.875,Parabolic,0.8,23.0,,,,,142
,Empoleon,,Water,Steel,Torrent,Torrent,Defiant,530,84,86,88,111,101,60,,,45,20,70,Emperor,0.875,Parabolic,1.7,84.5,,,,,239
,Starly,,Normal,Flying,Keen Eye,Keen Eye,Reckless,245,40,55,30,30,30,60,,,255,15,70,Starling,0.5,Parabolic,0.3,2.0,,,,,49
,Staravia,,Normal,Flying,Intimidate,Intimidate,Reckless,340,55,75,50,40,40,80,,,120,15,70,Starling,0.5,Parabolic,0.6,15.5,,,,,119
,Staraptor,,Normal,Flying,Intimidate,Intimidate,Reckless,485,85,120,70,50,60,100,,,45,15,70,Predator,0.5,Parabolic,1.2,24.9,,,,,214
,Bidoof,,Normal,,Simple,Unaware,Moody,250,59,45,40,35,40,31,,,255,15,70,Plump Mouse,0.5,Medium,0.5,20.0,,,,,50
,Bibarel,,Normal,Water,Simple,Unaware,Moody,410,79,85,60,55,60,71,,,127,15,70,Beaver,0.5,Medium,1.0,31.5,,,,,144
,Kricketot,,Bug,,Shed Skin,Shed Skin,Run Away,194,37,25,41,25,41,25,,,255,15,70,Cricket,0.5,Parabolic,0.3,2.2,,,,,39
,Kricketune,,Bug,,Swarm,Swarm,Technician,384,77,85,51,55,51,65,,,45,15,70,Cricket,0.5,Parabolic,1.0,25.5,,,,,134
,Shinx,,Electric,,Rivalry,Intimidate,Guts,263,45,65,34,40,34,45,,,235,20,70,Flash,0.5,Parabolic,0.5,9.5,,,,,53
,Luxio,,Electric,,Rivalry,Intimidate,Guts,363,60,85,49,60,49,60,,,120,20,100,Spark,0.5,Parabolic,0.9,30.5,,,,,127
,Luxray,,Electric,,Rivalry,Intimidate,Guts,523,80,120,79,95,79,70,,,45,20,70,Gleam Eyes,0.5,Parabolic,1.4,42.0,,,,,235
,Budew,,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,50,70,55,,,255,20,70,Bud,0.5,Parabolic,0.2,1.2,,,,,56
,Roserade,,Grass,Poison,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,,,75,20,70,Bouquet,0.5,Parabolic,0.9,14.5,,,,,227
,Cranidos,,Rock,,Mold Breaker,Mold Breaker,Sheer Force,350,67,125,40,30,30,58,,,45,30,70,Head Butt,0.875,Erratic,0.9,31.5,,,,,70
,Rampardos,,Rock,,Mold Breaker,Mold Breaker,Sheer Force,495,97,165,60,65,50,58,,,45,30,70,Head Butt,0.875,Erratic,1.6,102.5,,,,,173
,Shieldon,,Rock,Steel,Sturdy,Sturdy,Soundproof,350,30,42,118,42,88,30,,,45,30,70,Shield,0.875,Erratic,0.5,57.0,,,,,70
,Bastiodon,,Rock,Steel,Sturdy,Sturdy,Soundproof,495,60,52,168,47,138,30,,,45,30,70,Shield,0.875,Erratic,1.3,149.5,,,,,173
,Burmy,,Bug,,Shed Skin,Shed Skin,Overcoat,224,40,29,45,29,45,36,,,120,15,70,Bagworm,0.5,Medium,0.2,3.4,,,,,45
,Wormadam,,Bug,Grass,Anticipation,Anticipation,Overcoat,424,60,59,85,79,105,36,,,45,15,70,Bagworm,0,Medium,0.5,6.5,,,,,148
,Mothim,,Bug,Flying,Swarm,Swarm,Tinted Lens,424,70,94,50,94,50,66,,,45,15,70,Moth,1,Medium,0.9,23.3,,,,,148
,Combee,,Bug,Flying,Honey Gather,Honey Gather,Hustle,244,30,30,42,30,42,70,,,120,15,70,Tiny Bee,0.875,Parabolic,0.3,5.5,,,,,49
,Vespiquen,,Bug,Flying,Pressure,Pressure,Unnerve,474,70,80,102,80,102,40,,,45,15,70,Beehive,0,Parabolic,1.2,38.5,,,,,166
,Pachirisu,,Electric,,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,,,200,10,100,EleSquirrel,0.5,Medium,0.4,3.9,,,,,142
,Buizel,,Water,,Swift Swim,Swift Swim,Water Veil,330,55,65,35,60,30,85,,,190,20,70,Sea Weasel,0.5,Medium,0.7,29.5,,,,,66
,Floatzel,,Water,,Swift Swim,Swift Swim,Water Veil,495,85,105,55,85,50,115,,,75,20,70,Sea Weasel,0.5,Medium,1.1,33.5,,,,,173
,Cherubi,,Grass,,Chlorophyll,Chlorophyll,Chlorophyll,275,45,35,45,62,53,35,,,190,20,70,Cherry,0.5,Medium,0.4,3.3,,,,,55
,Cherrim,,Grass,,Flower Gift,Flower Gift,Flower Gift,450,70,60,70,87,78,85,,,75,20,70,Blossom,0.5,Medium,0.5,9.3,,,,,158
,Shellos,,Water,,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,,,190,20,70,Sea Slug,0.5,Medium,0.3,6.3,,,,,65
,Gastrodon,,Water,Ground,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,,,75,20,70,Sea Slug,0.5,Medium,0.9,29.9,,,,,166
,Ambipom,,Normal,,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,,,45,20,100,Long Tail,0.5,Fast,1.2,20.3,,,,,169
,Drifloon,,Ghost,Flying,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,,,125,30,70,Balloon,0.5,Fluctuating,0.4,1.2,,,,,70
,Drifblim,,Ghost,Flying,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,,,60,30,70,Blimp,0.5,Fluctuating,1.2,15.0,,,,,174
,Buneary,,Normal,,Run Away,Klutz,Limber,350,55,66,44,44,56,85,,,190,20,0,Rabbit,0.5,Medium,0.4,5.5,,,,,70
,Lopunny,,Normal,,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,,,60,20,140,Rabbit,0.5,Medium,1.2,33.3,,,,,168
,Mismagius,,Ghost,,Levitate,Levitate,Levitate,495,60,60,60,105,105,105,,,45,25,35,Magical,0.5,Fast,0.9,4.4,,,,,173
,Honchkrow,,Dark,Flying,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,,,30,20,35,Big Boss,0.5,Parabolic,0.9,27.3,,,,,177
,Glameow,,Normal,,Limber,Own Tempo,Keen Eye,310,49,55,42,42,37,85,,,190,20,70,Catty,0.25,Fast,0.5,3.9,,,,,62
,Purugly,,Normal,,Thick Fat,Own Tempo,Defiant,452,71,82,64,64,59,112,,,75,20,70,Tiger Cat,0.25,Fast,1.0,43.8,,,,,158
,Chingling,,Psychic,,Levitate,Levitate,Levitate,285,45,30,50,65,50,45,,,120,25,70,Bell,0.5,Fast,0.2,0.6,,,,,57
,Stunky,,Poison,Dark,Stench,Aftermath,Keen Eye,329,63,63,47,41,41,74,,,225,20,70,Skunk,0.5,Medium,0.4,19.2,,,,,66
,Skuntank,,Poison,Dark,Stench,Aftermath,Keen Eye,479,103,93,67,71,61,84,,,60,20,70,Skunk,0.5,Medium,1.0,38.0,,,,,168
,Bronzor,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,300,57,24,86,24,86,23,,,255,20,70,Bronze,None,Medium,0.5,60.5,,,,,60
,Bronzong,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,500,67,89,116,79,116,33,,,90,20,70,Bronze Bell,None,Medium,1.3,187.0,,,,,175
,Bonsly,,Rock,,Sturdy,Rock Head,Rattled,290,50,80,95,10,45,10,,,255,20,70,Bonsai,0.5,Medium,0.5,15.0,,,,,58
,Mime Jr.,,Psychic,Fairy,Soundproof,Filter,Technician,310,20,25,45,70,90,60,,,145,25,70,Mime,0.5,Medium,0.6,13.0,,,,,62
,Happiny,,Normal,,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,15,65,30,,,130,40,140,Playhouse,0,Fast,0.6,24.4,,,,,110
,Chatot,,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,92,42,91,,,30,20,35,Music Note,0.5,Parabolic,0.5,1.9,,,,,144
,Spiritomb,,Ghost,Dark,Pressure,Pressure,Noctem,485,50,92,108,92,108,35,,,100,30,70,Forbidden,0.5,Medium,1.0,108.0,,,,,170
,Gible,,Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,300,58,70,45,40,45,42,,,45,40,70,Land Shark,0.5,Slow,0.7,20.5,,,,,60
,Gabite,,Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,410,68,90,65,50,55,82,,,45,40,70,Cave,0.5,Slow,1.4,56.0,,,,,144
,Garchomp,,Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,600,108,130,95,80,85,102,,,45,40,70,Mach,0.5,Slow,1.9,95.0,,,,,14
,Munchlax,,Normal,,Pickup,Thick Fat,Gluttony,390,135,85,40,40,85,5,,,50,40,70,Big Eater,0.875,Slow,0.6,105.0,,,,,78
,Riolu,,Fighting,,Steadfast,Inner Focus,Prankster,285,40,70,40,35,40,60,,,75,25,70,Emanation,0.875,Parabolic,0.7,20.2,,,,,57
,Lucario,,Fighting,Steel,Steadfast,Inner Focus,Justified,525,70,110,70,115,70,90,,,45,25,70,Aura,0.875,Parabolic,1.2,54.0,,,,,184
,Hippopotas,,Ground,,Sand Stream,Sand Stream,Sand Force,330,68,72,78,38,42,32,,,140,30,70,Hippo,0.5,Slow,0.8,49.5,,,,,66
,Hippowdon,,Ground,,Sand Stream,Sand Stream,Sand Force,525,108,112,118,68,72,47,,,60,30,70,Heavyweight,0.5,Slow,2.0,300.0,,,,,184
,Skorupi,,Poison,Bug,Battle Armor,Sniper,Keen Eye,330,40,50,90,30,55,65,,,120,20,70,Scorpion,0.5,Slow,0.8,12.0,,,,,66
,Drapion,,Poison,Dark,Battle Armor,Sniper,Keen Eye,500,70,90,110,60,75,95,,,45,20,70,Ogre Scorp,0.5,Slow,1.3,61.5,,,,,175
,Croagunk,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,300,48,61,40,61,40,50,,,140,10,100,Toxic Mouth,0.5,Medium,0.7,23.0,,,,,60
,Toxicroak,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,490,83,106,65,86,65,85,,,75,20,70,Toxic Mouth,0.5,Medium,1.3,44.4,,,,,172
,Carnivine,,Grass,,Levitate,Levitate,Levitate,454,74,100,72,90,72,46,,,200,25,70,Bug Catcher,0.5,Slow,1.4,27.0,,,,,159
,Finneon,,Water,,Swift Swim,Storm Drain,Water Veil,330,49,49,56,49,61,66,,,190,20,70,Wing Fish,0.5,Erratic,0.4,7.0,,,,,66
,Lumineon,,Water,,Swift Swim,Storm Drain,Water Veil,460,69,69,76,69,86,91,,,75,20,70,Neon,0.5,Erratic,1.2,24.0,,,,,161
,Mantyke,,Water,Flying,Swift Swim,Water Absorb,Water Veil,345,45,20,50,60,120,50,,,25,25,70,Kite,0.5,Slow,1.0,65.0,,,,,69
,Snover,,Grass,Ice,Snow Warning,Snow Warning,Soundproof,334,60,62,50,62,60,40,,,120,20,70,Frost Tree,0.5,Slow,1.0,50.5,,,,,67
,Abomasnow,,Grass,Ice,Snow Warning,Snow Warning,Soundproof,494,90,92,75,92,85,60,,,60,20,70,Frost Tree,0.5,Slow,2.2,135.5,,,,,173
,Weavile,,Dark,Ice,Pressure,Pressure,Pickpocket,510,70,120,65,45,85,125,,,45,20,35,Sharp Claw,0.5,Parabolic,1.1,34.0,,,,,179
,Magnezone,,Electric,Steel,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,,,30,20,70,Magnet Area,None,Medium,1.2,180.0,,,,,241
,Lickilicky,,Normal,,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,,,30,20,70,Licking,0.5,Medium,1.7,140.0,,,,,180
,Rhyperior,,Ground,Rock,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,,,30,20,70,Drill,0.5,Slow,2.4,282.8,,,,,241
,Tangrowth,,Grass,,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,,,30,20,70,Vine,0.5,Medium,2.0,128.6,,,,,187
,Electivire,,Electric,,Motor Drive,Motor Drive,Vital Spirit,540,75,123,67,95,85,95,,,30,25,70,Thunderbolt,0.75,Medium,1.8,138.6,,,,,243
,Magmortar,,Fire,,Flame Body,Flame Body,Vital Spirit,540,75,95,67,125,95,83,,,30,25,70,Blast,0.75,Medium,1.6,68.0,,,,,243
,Togekiss,,Fairy,Flying,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,,,30,10,70,Jubilee,0.875,Fast,1.5,38.0,,,,,245
,Yanmega,,Bug,Flying,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,,,30,20,70,Ogre Darner,0.5,Medium,1.9,51.5,,,,,180
,Leafeon,,Grass,,Leaf Guard,Leaf Guard,Chlorophyll,525,65,110,130,60,65,95,,,45,35,35,Verdant,0.875,Medium,1.0,25.5,,,,,184
,Glaceon,,Ice,,Snow Cloak,Snow Cloak,Ice Body,525,65,60,110,130,95,65,,,45,35,35,Fresh Snow,0.875,Medium,0.8,25.9,,,,,184
,Gliscor,,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,,,30,20,70,Fang Scorp,0.5,Parabolic,2.0,42.5,,,,,179
,Mamoswine,,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,,,50,20,70,Twin Tusk,0.5,Slow,2.5,291.0,,,,,239
,Porygon-Z,,Normal,,Adaptability,Download,Analytic,535,85,80,70,135,75,90,,,30,20,70,Virtual,None,Medium,0.9,34.0,,,,,241
,Gallade,,Psychic,Fighting,Steadfast,Steadfast,Justified,518,68,125,65,65,115,80,,,45,20,35,Blade,1,Slow,1.6,52.0,,,,,233
,Probopass,,Rock,Steel,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,,,60,20,70,Compass,0.5,Medium,1.4,340.0,,,,,184
,Dusknoir,,Ghost,,Pressure,Pressure,Frisk,525,45,100,135,65,135,45,,,45,25,35,Gripper,0.5,Fast,2.2,106.6,,,,,236
,Froslass,,Ice,Ghost,Snow Cloak,Snow Cloak,Cursed Body,480,70,80,70,80,70,110,,,75,20,70,Snow Land,0,Medium,1.3,26.6,,,,,168
,Rotom,,Electric,Ghost,Levitate,Levitate,Levitate,440,50,50,77,95,77,91,,,45,20,70,Plasma,None,Medium,0.3,0.3,,,,,154
,Uxie,,Psychic,,Levitate,Levitate,Levitate,580,75,75,130,75,130,95,,,3,80,140,Knowledge,None,Slow,0.3,0.3,,,,,5
,Mesprit,,Psychic,,Levitate,Levitate,Levitate,580,80,105,105,105,105,80,,,3,80,140,Emotion,None,Slow,0.3,0.3,,,,,5
,Azelf,,Psychic,,Levitate,Levitate,Levitate,580,75,125,70,125,70,115,,,3,80,140,Willpower,None,Slow,0.3,0.3,,,,,5
,Dialga,,Steel,Dragon,Pressure,Pressure,Telepathy,680,100,120,120,150,100,90,,,3,120,0,Temporal,None,Slow,5.4,683.0,,,,,50
,Palkia,,Water,Dragon,Pressure,Pressure,Telepathy,680,90,120,100,150,120,100,,,3,120,0,Spatial,None,Slow,4.2,336.0,,,,,50
,Heatran,,Fire,Steel,Flash Fire,Flash Fire,Flame Body,600,91,90,106,130,106,77,,,3,10,100,Lava Dome,0.5,Slow,1.7,430.0,,,,,14
,Regigigas,,Normal,,Slow Start,Slow Start,Slow Start,670,110,160,110,80,110,100,,,3,120,0,Colossal,None,Slow,3.7,420.0,,,,,46
,Giratina,,Ghost,Dragon,Pressure,Pressure,Telepathy,680,150,100,120,100,120,90,,,3,120,0,Renegade,None,Slow,4.5,750.0,,,,,50
,Cresselia,,Psychic,,Levitate,Levitate,Levitate,600,120,70,120,75,130,85,,,3,120,100,Lunar,0,Slow,1.5,85.6,,,,,14
,Phione,,Water,,Hydration,Hydration,Hydration,480,80,80,80,80,80,80,,,30,40,70,Sea Drifter,None,Slow,0.4,3.1,,,,,216
,Manaphy,,Water,,Hydration,Hydration,Hydration,600,100,100,100,100,100,100,,,3,10,70,Seafaring,None,Slow,0.3,1.4,,,,,14
,Darkrai,,Dark,,Bad Dreams,Bad Dreams,Absolution,600,70,90,90,135,90,125,,,3,120,0,Pitch-Black,None,Slow,1.5,50.5,,,,,14
,Shaymin,,Grass,,Natural Cure,Natural Cure,Natural Cure,600,100,100,100,100,100,100,,,45,120,100,Gratitude,None,Parabolic,0.2,2.1,,,,,14
,Arceus,,Normal,,Multitype,Multitype,Protean,720,120,120,120,120,120,120,,,3,120,0,Insurgent,None,Slow,3.2,320.0,,,,,68
,Victini,,Psychic,Fire,Victory Star,Victory Star,Victory Star,600,100,100,100,100,100,100,,,3,120,100,Victory,None,Slow,0.4,4.0,,,,,14
,Snivy,,Grass,,Overgrow,Overgrow,Contrary,308,45,45,55,45,55,63,,,45,20,70,Grass Snake,0.875,Parabolic,0.6,8.1,,,,,28
,Servine,,Grass,,Overgrow,Overgrow,Contrary,413,60,60,75,60,75,83,,,45,20,70,Grass Snake,0.875,Parabolic,0.8,16.0,,,,,145
,Serperior,,Grass,,Overgrow,Overgrow,Contrary,528,75,75,95,75,95,113,,,45,20,70,Regal,0.875,Parabolic,3.3,63.0,,,,,238
,Tepig,,Fire,,Blaze,Blaze,Thick Fat,308,65,63,45,45,45,45,,,45,20,70,Fire Pig,0.875,Parabolic,0.5,9.9,,,,,28
,Pignite,,Fire,Fighting,Blaze,Blaze,Thick Fat,418,90,93,55,70,55,55,,,45,20,70,Fire Pig,0.875,Parabolic,1.0,55.5,,,,,146
,Emboar,,Fire,Fighting,Blaze,Blaze,Reckless,528,110,123,65,100,65,65,,,45,20,70,Mega Fire Pig,0.875,Parabolic,1.6,150.0,,,,,238
,Oshawott,,Water,,Torrent,Torrent,Shell Armor,308,55,55,45,63,45,45,,,45,20,70,Sea Otter,0.875,Parabolic,0.5,5.9,,,,,28
,Dewott,,Water,,Torrent,Torrent,Shell Armor,413,75,75,60,83,60,60,,,45,20,70,Discipline,0.875,Parabolic,0.8,24.5,,,,,145
,Samurott,,Water,,Torrent,Torrent,Shell Armor,528,95,100,85,108,70,70,,,45,20,70,Formidable,0.875,Parabolic,1.5,94.6,,,,,238
