default_form	name	form	type1	type2	ability1	ability2	abilityh	base stat total	hp	attack	defense	special attack	special defense	speed	group1	group2	catch_rate	egg_cycles	base_happiness	category	percentage_male	exp_group	height_m	weight_kg	name_romaji	name_katakana	natdex	is_legendary	is_mythical	is_ub	generation	subgeneration
y	Yanmega		Bug	Flying	Speed Boost	Tinted Lens	Frisk	515	86	76	86	116	56	95	Bug		30	20	70	Ogre Darner	0.5	Medium Fast	1.9	51.5	Megayanma	メガヤンマ	469	FALSE	FALSE	FALSE	4	
y	Leafeon		Grass		Leaf Guard	Leaf Guard	Chlorophyll	525	65	110	130	60	65	95	Field		45	35	35	Verdant	0.875	Medium Fast	1	25.5	Leafia	リーフィア	470	FALSE	FALSE	FALSE	4	
y	Glaceon		Ice		Snow Cloak	Snow Cloak	Ice Body	525	65	60	110	130	95	65	Field		45	35	35	Fresh Snow	0.875	Medium Fast	0.8	25.9	Glacia	グレイシア	471	FALSE	FALSE	FALSE	4	
y	Gliscor		Ground	Flying	Hyper Cutter	Sand Veil	Poison Heal	510	75	95	125	45	75	95	Bug		30	20	70	Fang Scorp	0.5	Medium Slow	2	42.5	Glion	グライオン	472	FALSE	FALSE	FALSE	4	
y	Mamoswine		Ice	Ground	Oblivious	Snow Cloak	Thick Fat	530	110	130	80	70	60	80	Field		50	20	70	Twin Tusk	0.5	Slow	2.5	291	Mammoo	マンムー	473	FALSE	FALSE	FALSE	4	
y	Porygon-Z		Normal		Adaptability	Download	Analytic	535	85	80	70	135	75	90	Mineral		30	20	70	Virtual		Medium Fast	0.9	34	Poligon-Z	ポリゴンZ	474	FALSE	FALSE	FALSE	4	
y	Gallade		Psychic	Fighting	Steadfast	Steadfast	Justified	518	68	125	65	65	115	80	Human-Like	Amorphous	45	20	35	Blade	1	Slow	1.6	52	Erureido	エルレイド	475	FALSE	FALSE	FALSE	4	
	Gallade	Mega	Psychic	Fighting	Inner Focus	Inner Focus	Inner Focus	618	68	165	95	65	115	110	Human-Like	Amorphous	45	20	35	Blade	1	Slow	1.6	52	Erureido	エルレイド	475	FALSE	FALSE	FALSE	6	oras
y	Probopass		Rock	Steel	Sturdy	Magnet Pull	Sand Force	525	60	55	145	75	150	40	Mineral		60	20	70	Compass	0.5	Medium Fast	1.4	340	Dainose	ダイノーズ	476	FALSE	FALSE	FALSE	4	
y	Dusknoir		Ghost		Pressure	Pressure	Frisk	525	45	100	135	65	135	45	Amorphous		45	25	35	Gripper	0.5	Fast	2.2	106.6	Yonoir	ヨノワール	477	FALSE	FALSE	FALSE	4	
y	Froslass		Ice	Ghost	Snow Cloak	Snow Cloak	Cursed Body	480	70	80	70	80	70	110	Fairy	Mineral	75	20	70	Snow Land	0	Medium Fast	1.3	26.6	Yukimenoko	ユキメノコ	478	FALSE	FALSE	FALSE	4	
y	Rotom		Electric	Ghost	Levitate	Levitate	Levitate	440	50	50	77	95	77	91	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
	Rotom	Heat	Electric	Fire	Levitate	Levitate	Levitate	520	50	65	107	105	107	86	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
	Rotom	Wash	Electric	Water	Levitate	Levitate	Levitate	520	50	65	107	105	107	86	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
	Rotom	Frost	Electric	Ice	Levitate	Levitate	Levitate	520	50	65	107	105	107	86	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
	Rotom	Fan	Electric	Flying	Levitate	Levitate	Levitate	520	50	65	107	105	107	86	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
	Rotom	Mow	Electric	Grass	Levitate	Levitate	Levitate	520	50	65	107	105	107	86	Amorphous		45	20	70	Plasma		Medium Fast	0.3	0.3	Rotom	ロトム	479	FALSE	FALSE	FALSE	4	
y	Uxie		Psychic		Levitate	Levitate	Levitate	580	75	75	130	75	130	95	NoEggsDiscovered		3	80	140	Knowledge		Slow	0.3	0.3	Yuxie	ユクシー	480	TRUE	FALSE	FALSE	4	
y	Mesprit		Psychic		Levitate	Levitate	Levitate	580	80	105	105	105	105	80	NoEggsDiscovered		3	80	140	Emotion		Slow	0.3	0.3	Emrit	エムリット	481	TRUE	FALSE	FALSE	4	
y	Azelf		Psychic		Levitate	Levitate	Levitate	580	75	125	70	125	70	115	NoEggsDiscovered		3	80	140	Willpower		Slow	0.3	0.3	Agnome	アグノム	482	TRUE	FALSE	FALSE	4	
y	Dialga		Steel	Dragon	Pressure	Pressure	Telepathy	680	100	120	120	150	100	90	NoEggsDiscovered		3	120	0	Temporal		Slow	5.4	683	Dialga	ディアルガ	483	TRUE	FALSE	FALSE	4	
	Dialga	Origin	Steel	Dragon	Pressure	Pressure	Telepathy	680	100	100	120	150	120	90	NoEggsDiscovered		3	120	0	Temporal		Slow	7	850	Dialga	ディアルガ	483	TRUE	FALSE	FALSE	4	
y	Palkia		Water	Dragon	Pressure	Pressure	Telepathy	680	90	120	100	150	120	100	NoEggsDiscovered		3	120	0	Spatial		Slow	4.2	336	Palkia	パルキア	484	TRUE	FALSE	FALSE	4	
	Palkia	Origin	Water	Dragon	Pressure	Pressure	Telepathy	680	90	100	100	150	120	120	NoEggsDiscovered		3	120	0	Spatial		Slow	6.3	660	Palkia	パルキア	484	TRUE	FALSE	FALSE	4	
y	Heatran		Fire	Steel	Flash Fire	Flash Fire	Flame Body	600	91	90	106	130	106	77	NoEggsDiscovered		3	10	100	Lava Dome	0.5	Slow	1.7	430	Heatran	ヒードラン	485	TRUE	FALSE	FALSE	4	
y	Regigigas		Normal		Slow Start	Slow Start	Slow Start	670	110	160	110	80	110	100	NoEggsDiscovered		3	120	0	Colossal		Slow	3.7	420	Regigigas	レジギガス	486	TRUE	FALSE	FALSE	4	
y	Giratina	Altered	Ghost	Dragon	Pressure	Pressure	Telepathy	680	150	100	120	100	120	90	NoEggsDiscovered		3	120	0	Renegade		Slow	4.5	70.5	Giratina (another Forme)	ギラティナ	487	TRUE	FALSE	FALSE	4	
	Giratina	Origin	Ghost	Dragon	Levitate	Levitate	Levitate	680	150	120	100	120	100	90	NoEggsDiscovered		3	120	0	Renegade		Slow	6.9	70.5	Giratina (another Forme)	ギラティナ	487	TRUE	FALSE	FALSE	4	
y	Cresselia		Psychic		Levitate	Levitate	Levitate	600	120	70	120	75	130	85	NoEggsDiscovered		3	120	100	Lunar	0	Slow	1.5	85.6	Cresselia	クレセリア	488	TRUE	FALSE	FALSE	4	
y	Phione		Water		Hydration	Hydration	Hydration	480	80	80	80	80	80	80	Water1	Fairy	30	40	70	Sea Drifter		Slow	0.4	3.1	Phione	フィオネ	489	FALSE	FALSE	FALSE	4	
y	Manaphy		Water		Hydration	Hydration	Hydration	600	100	100	100	100	100	100	Water1	Fairy	3	10	70	Seafaring		Slow	0.3	1.4	Manaphy	マナフィ	490	FALSE	TRUE	FALSE	4	
y	Darkrai		Dark		Bad Dreams	Bad Dreams	Bad Dreams	600	70	90	90	135	90	125	NoEggsDiscovered		3	120	0	Pitch-Black		Slow	1.5	50.5	Darkrai	ダークライ	491	FALSE	TRUE	FALSE	4	
y	Shaymin	Land	Grass	Grass	Natural Cure	Natural Cure	Natural Cure	600	100	100	100	100	100	100	NoEggsDiscovered		45	120	100	Gratitude		Medium Slow	0.2	2.1	Shaymin (sky Forme)	シェイミ	492	FALSE	TRUE	FALSE	4	
	Shaymin	Sky	Grass	Flying	Serene Grace	Serene Grace	Serene Grace	600	100	103	75	120	75	127	NoEggsDiscovered		45	120	100	Gratitude		Medium Slow	0.4	5.2	Shaymin (sky Forme)	シェイミ	492	FALSE	TRUE	FALSE	4	
y	Arceus		Normal		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Bug	Bug		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Dark	Dark		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Dragon	Dragon		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Electric	Electric		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Fairy	Fairy		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Fighting	Fighting		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Fire	Fire		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Flying	Flying		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Ghost	Ghost		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Grass	Grass		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Ground	Ground		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Ice	Ice		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Poison	Poison		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Psychic	Psychic		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Rock	Rock		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Steel	Steel		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
	Arceus	Water	Water		Multitype	Multitype	Multitype	720	120	120	120	120	120	120	NoEggsDiscovered		3	120	0	Alpha		Slow	3.2	320	Arceus	アルセウス	493	FALSE	TRUE	FALSE	4	
y	Victini		Psychic	Fire	Victory Star	Victory Star	Victory Star	600	100	100	100	100	100	100	NoEggsDiscovered		3	120	100	Victory		Slow	0.4	4	Victini	ビクティニ	494	FALSE	TRUE	FALSE	5	
y	Snivy		Grass		Overgrow	Overgrow	Contrary	308	45	45	55	45	55	63	Field	Grass	45	20	70	Grass Snake	0.875	Medium Slow	0.6	8.1	Tsutarja	ツタージャ	495	FALSE	FALSE	FALSE	5	
y	Servine		Grass		Overgrow	Overgrow	Contrary	413	60	60	75	60	75	83	Field	Grass	45	20	70	Grass Snake	0.875	Medium Slow	0.8	16	Janovy	ジャノビー	496	FALSE	FALSE	FALSE	5	
y	Serperior		Grass		Overgrow	Overgrow	Contrary	528	75	75	95	75	95	113	Field	Grass	45	20	70	Regal	0.875	Medium Slow	3.3	63	Jalorda	ジャローダ	497	FALSE	FALSE	FALSE	5	
y	Tepig		Fire		Blaze	Blaze	Thick Fat	308	65	63	45	45	45	45	Field		45	20	70	Fire Pig	0.875	Medium Slow	0.5	9.9	Pokabu	ポカブ	498	FALSE	FALSE	FALSE	5	
y	Pignite		Fire	Fighting	Blaze	Blaze	Thick Fat	418	90	93	55	70	55	55	Field		45	20	70	Fire Pig	0.875	Medium Slow	1	55.5	Chaoboo	チャオブー	499	FALSE	FALSE	FALSE	5	
y	Emboar		Fire	Fighting	Blaze	Blaze	Reckless	528	110	123	65	100	65	65	Field		45	20	70	Mega Fire Pig	0.875	Medium Slow	1.6	10.5	Enbuoh	エンブオー	500	FALSE	FALSE	FALSE	5	
y	Oshawott		Water		Torrent	Torrent	Shell Armor	308	55	55	45	63	45	45	Field		45	20	70	Sea Otter	0.875	Medium Slow	0.5	5.9	Mijumaru	ミジュマル	501	FALSE	FALSE	FALSE	5	
y	Dewott		Water		Torrent	Torrent	Shell Armor	413	75	75	60	83	60	60	Field		45	20	70	Discipline	0.875	Medium Slow	0.8	24.5	Futachimaru	フタチマル	502	FALSE	FALSE	FALSE	5	
y	Samurott		Water		Torrent	Torrent	Shell Armor	528	95	100	85	108	70	70	Field		45	20	70	Formidable	0.875	Medium Slow	1.5	94.6	Daikenki	ダイケンキ	503	FALSE	FALSE	FALSE	5	
	Samurott	Hisui	Water	Dark	Torrent	Torrent	Sharpness	528	90	108	80	100	65	85	Field		45	20	70	Formidable	0.875	Medium Slow	1.5	58.2	Daikenki	ダイケンキ	503	FALSE	FALSE	FALSE	5	
y	Patrat		Normal		Run Away	Keen Eye	Analytic	255	45	55	39	35	39	42	Field		255	15	70	Scout	0.5	Medium Fast	0.5	11.6	Minezumi	ミネズミ	504	FALSE	FALSE	FALSE	5	
y	Watchog		Normal		Illuminate	Keen Eye	Analytic	420	60	85	69	60	69	77	Field		255	20	70	Lookout	0.5	Medium Fast	1.1	27	Miruhog	ミルホッグ	505	FALSE	FALSE	FALSE	5	
y	Lillipup		Normal		Vital Spirit	Pickup	Run Away	275	45	60	45	25	45	55	Field		255	15	70	Puppy	0.5	Medium Slow	0.4	4.1	Yorterrie	ヨーテリー	506	FALSE	FALSE	FALSE	5	
y	Herdier		Normal		Intimidate	Sand Rush	Scrappy	370	65	80	65	35	65	60	Field		120	15	70	Loyal Dog	0.5	Medium Slow	0.9	14.7	Herderrie	ハーデリア	507	FALSE	FALSE	FALSE	5	
y	Stoutland		Normal		Intimidate	Sand Rush	Scrappy	500	85	110	90	45	90	80	Field		45	15	70	Big-Hearted	0.5	Medium Slow	1.2	61	Mooland	ムーランド	508	FALSE	FALSE	FALSE	5	
y	Purrloin		Dark		Limber	Unburden	Prankster	281	41	50	37	50	37	66	Field		255	20	70	Devious	0.5	Medium Fast	0.4	10.1	Choroneko	チョロネコ	509	FALSE	FALSE	FALSE	5	
y	Liepard		Dark		Limber	Unburden	Prankster	446	64	88	50	88	50	106	Field		90	20	70	Cruel	0.5	Medium Fast	1.1	37.5	Lepardas	レパルダス	510	FALSE	FALSE	FALSE	5	
y	Pansage		Grass		Gluttony	Gluttony	Overgrow	316	50	53	48	53	48	64	Field		190	20	70	Grass Monkey	0.875	Medium Fast	0.6	10.5	Yanappu	ヤナップ	511	FALSE	FALSE	FALSE	5	
y	Simisage		Grass		Gluttony	Gluttony	Overgrow	498	75	98	63	98	63	101	Field		75	20	70	Thorn Monkey	0.875	Medium Fast	1.1	30.5	Yanakkie	ヤナッキー	512	FALSE	FALSE	FALSE	5	
y	Pansear		Fire		Gluttony	Gluttony	Blaze	316	50	53	48	53	48	64	Field		190	20	70	High Temp	0.875	Medium Fast	0.6	11	Baoppu	バオップ	513	FALSE	FALSE	FALSE	5	
y	Simisear		Fire		Gluttony	Gluttony	Blaze	498	75	98	63	98	63	101	Field		75	20	70	Ember	0.875	Medium Fast	1	28	Baokkie	バオッキー	514	FALSE	FALSE	FALSE	5	
y	Panpour		Water		Gluttony	Gluttony	Torrent	316	50	53	48	53	48	64	Field		190	20	70	Spray	0.875	Medium Fast	0.6	13.5	Hiyappu	ヒヤップ	515	FALSE	FALSE	FALSE	5	
y	Simipour		Water		Gluttony	Gluttony	Torrent	498	75	98	63	98	63	101	Field		75	20	70	Geyser	0.875	Medium Fast	1	29	Hiyakkie	ヒヤッキー	516	FALSE	FALSE	FALSE	5	
y	Munna		Psychic		Forewarn	Synchronize	Telepathy	292	76	25	45	67	55	24	Field		190	10	70	Dream Eater	0.5	Fast	0.6	23.3	Munna	ムンナ	517	FALSE	FALSE	FALSE	5	
y	Musharna		Psychic		Forewarn	Synchronize	Telepathy	487	116	55	85	107	95	29	Field		75	10	70	Drowsing	0.5	Fast	1.1	60.5	Musharna	ムシャーナ	518	FALSE	FALSE	FALSE	5	
y	Pidove		Normal	Flying	Big Pecks	Super Luck	Rivalry	264	50	55	50	36	30	43	Flying		255	15	70	Tiny Pigeon	0.5	Medium Slow	0.3	2.1	Mamepato	マメパト	519	FALSE	FALSE	FALSE	5	
y	Tranquill		Normal	Flying	Big Pecks	Super Luck	Rivalry	358	62	77	62	50	42	65	Flying		120	15	70	Wild Pigeon	0.5	Medium Slow	0.6	15	Hatoboh	ハトーボー	520	FALSE	FALSE	FALSE	5	
y	Unfezant		Normal	Flying	Big Pecks	Super Luck	Rivalry	488	80	115	80	65	55	93	Flying		45	15	70	Proud	0.5	Medium Slow	1.2	29	Kenhallow	ケンホロウ	521	FALSE	FALSE	FALSE	5	
y	Blitzle		Electric		Lightning Rod	Motor Drive	Sap Sipper	295	45	60	32	50	32	76	Field		190	20	70	Electrified	0.5	Medium Fast	0.8	29.8	Shimama	シママ	522	FALSE	FALSE	FALSE	5	
y	Zebstrika		Electric		Lightning Rod	Motor Drive	Sap Sipper	497	75	100	63	80	63	116	Field		75	20	70	Thunderbolt	0.5	Medium Fast	1.6	79.5	Zebraika	ゼブライカ	523	FALSE	FALSE	FALSE	5	
y	Roggenrola		Rock		Sturdy	Weak Armor	Sand Force	280	55	75	85	25	25	15	Mineral		255	15	70	Mantle	0.5	Medium Slow	0.4	18	Dangoro	ダンゴロ	524	FALSE	FALSE	FALSE	5	
y	Boldore		Rock		Sturdy	Weak Armor	Sand Force	390	70	105	105	50	40	20	Mineral		120	15	70	Ore	0.5	Medium Slow	0.9	102	Gantle	ガントル	525	FALSE	FALSE	FALSE	5	
y	Gigalith		Rock		Sturdy	Sand Stream	Sand Force	515	85	135	130	60	80	25	Mineral		45	15	70	Compressed	0.5	Medium Slow	1.7	260	Gigaiath	ギガイアス	526	FALSE	FALSE	FALSE	5	
y	Woobat		Psychic	Flying	Unaware	Klutz	Simple	323	65	45	43	55	43	72	Field	Flying	190	15	70	Bat	0.5	Medium Fast	0.4	2.1	Koromori	コロモリ	527	FALSE	FALSE	FALSE	5	
y	Swoobat		Psychic	Flying	Unaware	Klutz	Simple	425	67	57	55	77	55	114	Field	Flying	45	15	70	Courting	0.5	Medium Fast	0.9	10.5	Kokoromori	ココロモリ	528	FALSE	FALSE	FALSE	5	
y	Drilbur		Ground		Sand Rush	Sand Force	Mold Breaker	328	60	85	40	30	45	68	Field		120	20	70	Mole	0.5	Medium Fast	0.3	8.5	Mogurew	モグリュー	529	FALSE	FALSE	FALSE	5	
y	Excadrill		Ground	Steel	Sand Rush	Sand Force	Mold Breaker	508	110	135	60	50	65	88	Field		60	20	70	Subterrene	0.5	Medium Fast	0.7	40.4	Doryuzu	ドリュウズ	530	FALSE	FALSE	FALSE	5	
y	Audino		Normal		Healer	Regenerator	Klutz	445	103	60	86	60	86	50	Fairy		255	20	70	Hearing	0.5	Fast	1.1	31	Tabunne	タブンネ	531	FALSE	FALSE	FALSE	5	
	Audino	Mega	Normal		Healer	Healer	Healer	545	103	60	126	80	126	50	Fairy		255	20	70	Hearing	0.5	Fast	1.5	31	Tabunne	タブンネ	531	FALSE	FALSE	FALSE	6	oras
y	Timburr		Fighting		Guts	Sheer Force	Iron Fist	305	75	80	55	25	35	35	Human-Like		180	20	70	Muscular	0.75	Medium Slow	0.6	12.5	Dokkorer	ドッコラー	532	FALSE	FALSE	FALSE	5	
y	Gurdurr		Fighting		Guts	Sheer Force	Iron Fist	405	85	105	85	40	50	40	Human-Like		90	20	70	Muscular	0.75	Medium Slow	1.2	40	Dotekkotsu	ドテッコツ	533	FALSE	FALSE	FALSE	5	
y	Conkeldurr		Fighting		Guts	Sheer Force	Iron Fist	505	105	140	95	55	65	45	Human-Like		45	20	70	Muscular	0.75	Medium Slow	1.4	87	Roubushin	ローブシン	534	FALSE	FALSE	FALSE	5	
y	Tympole		Water		Swift Swim	Hydration	Water Absorb	294	50	50	40	50	40	64	Water1		255	20	70	Tadpole	0.5	Medium Slow	0.5	4.5	Otamaro	オタマロ	535	FALSE	FALSE	FALSE	5	
y	Palpitoad		Water	Ground	Swift Swim	Hydration	Water Absorb	384	75	65	55	65	55	69	Water1		120	20	70	Vibration	0.5	Medium Slow	0.8	17	Gamagaru	ガマガル	536	FALSE	FALSE	FALSE	5	
y	Seismitoad		Water	Ground	Swift Swim	Poison Touch	Water Absorb	509	105	95	75	85	75	74	Water1		45	20	70	Vibration	0.5	Medium Slow	1.5	62	Gamageroge	ガマゲロゲ	537	FALSE	FALSE	FALSE	5	
y	Throh		Fighting		Guts	Inner Focus	Mold Breaker	465	120	100	85	30	85	45	Human-Like		45	20	70	Judo	1	Medium Fast	1.3	55.5	Nageki	ナゲキ	538	FALSE	FALSE	FALSE	5	
y	Sawk		Fighting		Sturdy	Inner Focus	Mold Breaker	465	75	125	75	30	75	85	Human-Like		45	20	70	Karate	1	Medium Fast	1.4	51	Dageki	ダゲキ	539	FALSE	FALSE	FALSE	5	
y	Sewaddle		Bug	Grass	Swarm	Chlorophyll	Overcoat	310	45	53	70	40	60	42	Bug		255	15	70	Sewing	0.5	Medium Slow	0.3	2.5	Kurumiru	クルミル	540	FALSE	FALSE	FALSE	5	
y	Swadloon		Bug	Grass	Leaf Guard	Chlorophyll	Overcoat	380	55	63	90	50	80	42	Bug		120	15	70	Leaf-Wrapped	0.5	Medium Slow	0.5	7.3	Kurumayu	クルマユ	541	FALSE	FALSE	FALSE	5	
y	Leavanny		Bug	Grass	Swarm	Chlorophyll	Overcoat	500	75	103	80	70	80	92	Bug		45	15	70	Nurturing	0.5	Medium Slow	1.2	20.5	Hahakomori	ハハコモリ	542	FALSE	FALSE	FALSE	5	
y	Venipede		Bug	Poison	Poison Point	Swarm	Speed Boost	260	30	45	59	30	39	57	Bug		255	15	70	Centipede	0.5	Medium Slow	0.4	5.3	Fushide	フシデ	543	FALSE	FALSE	FALSE	5	
y	Whirlipede		Bug	Poison	Poison Point	Swarm	Speed Boost	360	40	55	99	40	79	47	Bug		120	15	70	Curlipede	0.5	Medium Slow	1.2	58.5	Wheega	ホイーガ	544	FALSE	FALSE	FALSE	5	
y	Scolipede		Bug	Poison	Poison Point	Swarm	Speed Boost	485	60	100	89	55	69	112	Bug		45	20	70	Megapede	0.5	Medium Slow	2.5	200.5	Pendror	ペンドラー	545	FALSE	FALSE	FALSE	5	
y	Cottonee		Grass	Fairy	Prankster	Infiltrator	Chlorophyll	280	40	27	60	37	50	66	Grass	Fairy	190	20	70	Cotton Puff	0.5	Medium Fast	0.3	0.6	Monmen	モンメン	546	FALSE	FALSE	FALSE	5	
y	Whimsicott		Grass	Fairy	Prankster	Infiltrator	Chlorophyll	480	60	67	85	77	75	116	Grass	Fairy	75	20	70	Windveiled	0.5	Medium Fast	0.7	6.6	Elfuun	エルフーン	547	FALSE	FALSE	FALSE	5	
y	Petilil		Grass		Chlorophyll	Own Tempo	Leaf Guard	280	45	35	50	70	50	30	Grass		190	20	70	Bulb	0	Medium Fast	0.5	6.6	Churine	チュリネ	548	FALSE	FALSE	FALSE	5	
y	Lilligant		Grass		Chlorophyll	Own Tempo	Leaf Guard	480	70	60	75	110	75	90	Grass		75	20	70	Flowering	0	Medium Fast	1.1	16.3	Dredear	ドレディア	549	FALSE	FALSE	FALSE	5	
	Lilligant	Hisui	Grass	Fighting	Chlorophyll	Hustle	Leaf Guard	480	70	105	75	50	75	105	Grass		75	20	70	Flowering	0	Medium Fast	1.2	19.2	Dredear	ドレディア	549	FALSE	FALSE	FALSE	5	
y	Basculin	Red-Striped	Water		Reckless	Adaptability	Mold Breaker	460	70	92	65	80	55	98	Water2		25	40	70	Hostile	0.5	Medium Fast	1	18	Bassrao	バスラオ	550	FALSE	FALSE	FALSE	5	
	Basculin	Blue-Striped	Water		Rock Head	Adaptability	Mold Breaker	460	70	92	65	80	55	98	Water2		25	40	70	Hostile	0.5	Medium Fast	1	18	Bassrao	バスラオ	550	FALSE	FALSE	FALSE	5	
	Basculin	White-Striped	Water		Rattled	Adaptability	Mold Breaker	460	70	92	65	80	55	98	Water2		25	40	70	Hostile	0.5	Medium Fast	1	18	Bassrao	バスラオ	550	FALSE	FALSE	FALSE	5	
y	Sandile		Ground	Dark	Intimidate	Moxie	Anger Point	292	50	72	35	35	35	65	Field		180	20	70	Desert Croc	0.5	Medium Slow	0.7	15.2	Megukoro	メグロコ	551	FALSE	FALSE	FALSE	5	
y	Krokorok		Ground	Dark	Intimidate	Moxie	Anger Point	351	60	82	45	45	45	74	Field		90	20	70	Desert Croc	0.5	Medium Slow	1	33.4	Warubiru	ワルビル	552	FALSE	FALSE	FALSE	5	
y	Krookodile		Ground	Dark	Intimidate	Moxie	Anger Point	519	95	117	80	65	70	92	Field		45	20	70	Intimidation	0.5	Medium Slow	1.5	96.3	Warubiaru	ワルビアル	553	FALSE	FALSE	FALSE	5	
y	Darumaka		Fire		Hustle	Hustle	Inner Focus	315	70	90	45	15	45	50	Field		120	20	70	Zen Charm	0.5	Medium Slow	0.6	37.5	Darumaka	ダルマッカ	554	FALSE	FALSE	FALSE	5	
	Darumaka	Galar	Ice		Hustle	Hustle	Inner Focus	315	70	90	45	15	45	50	Field		120	20	70	Zen Charm	0.5	Medium Slow	0.7	37.5	Darumaka	ダルマッカ	554	FALSE	FALSE	FALSE	8	
y	Darmanitan		Fire		Sheer Force	Sheer Force	Zen Mode	480	105	140	55	30	55	95	Field		60	20	70	Blazing	0.5	Medium Slow	1.3	92.9	Hihidaruma	ヒヒダルマ	555	FALSE	FALSE	FALSE	5	
	Darmanitan	Zen	Fire	Psychic	Zen Mode	Zen Mode	Zen Mode	540	105	30	105	140	105	55	Field		60	20	70	Blazing	0.5	Medium Slow	1.3	92.9	Hihidaruma	ヒヒダルマ	555	FALSE	FALSE	FALSE	5	
	Darmanitan	Galar	Ice		Gorilla Tactics	Gorilla Tactics	Zen Mode	480	105	140	55	30	55	95	Field		60	20	70	Zen Charm	0.5	Medium Slow	1.7	92.9	Hihidaruma	ヒヒダルマ	555	FALSE	FALSE	FALSE	8	
	Darmanitan	Galar,Zen	Ice	Fire	Zen Mode	Zen Mode	Zen Mode	540	105	160	55	30	55	135	Field		60	20	70	Zen Charm	0.5	Medium Slow	1.7	92.9	Hihidaruma	ヒヒダルマ	555	FALSE	FALSE	FALSE	8	
